account number,name,sku,quantity,unit price,ext price,date
146832,Kiehn-Spinka,B1-86481,8,35.67,285.36,2014-11-10 21:31:40
412290,Jerde-Hilpert,S2-82423,9,30.57,275.13,2014-11-11 01:42:54
672390,Kuhn-Gusikowski,B1-20000,4,30.54,122.16,2014-11-11 08:29:32
714466,Trantow-Barrows,B1-33364,19,24.77,470.63,2014-11-11 09:20:22
688981,Keeling LLC,S2-77896,15,18.58,278.7,2014-11-11 09:41:31
218895,Kulas Inc,B1-05914,15,32.53,487.95,2014-11-11 11:20:04
604255,"Halvorson, Crona and Champlin",S1-82801,10,48.96,489.6,2014-11-11 17:52:25
257198,"Cronin, Oberbrunner and Spencer",S1-06532,6,44.38,266.28,2014-11-11 19:01:32
786968,"Frami, Hills and Schmidt",S2-83881,33,62.04,2047.32,2014-11-11 19:44:19
307599,"Kassulke, Ondricka and Metz",B1-33087,24,40.48,971.52,2014-11-11 22:08:41
672390,Kuhn-Gusikowski,S1-30248,39,62.7,2445.3,2014-11-11 22:14:06
239344,Stokes LLC,S1-30248,35,21.53,753.55,2014-11-11 23:02:29
146832,Kiehn-Spinka,S2-82423,33,52.2,1722.6,2014-11-12 04:33:18
239344,Stokes LLC,S2-16558,4,37.23,148.92,2014-11-12 07:29:40
642753,Pollich LLC,S1-27722,12,96.47,1157.64,2014-11-13 04:15:01
737550,"Fritsch, Russel and Anderson",B1-69924,7,26.31,184.17,2014-11-13 10:14:32
672390,Kuhn-Gusikowski,S1-50961,6,86.88,521.28,2014-11-14 07:34:08
642753,Pollich LLC,B1-69924,37,27.39,1013.43,2014-11-14 08:56:58
257198,"Cronin, Oberbrunner and Spencer",S1-65481,33,66.33,2188.89,2014-11-14 13:01:29
307599,"Kassulke, Ondricka and Metz",B1-53636,22,42.84,942.48,2014-11-14 16:16:34
141962,Herman LLC,B1-20000,34,84.81,2883.54,2014-11-14 18:26:29
424914,White-Trantow,S2-82423,26,92.75,2411.5,2014-11-14 20:07:46
642753,Pollich LLC,B1-04202,25,20.69,517.25,2014-11-14 20:40:24
740150,Barton LLC,S1-82801,28,70,1960,2014-11-15 12:29:22
424914,White-Trantow,S2-34077,11,43.44,477.84,2014-11-15 17:26:34
642753,Pollich LLC,S2-10342,1,82.74,82.74,2014-11-15 22:38:13
604255,"Halvorson, Crona and Champlin",B1-33364,33,65.57,2163.81,2014-11-16 03:05:34
737550,"Fritsch, Russel and Anderson",B1-53636,32,52.16,1669.12,2014-11-16 18:43:42
672390,Kuhn-Gusikowski,S1-47412,44,65.26,2871.44,2014-11-17 03:45:31
688981,Keeling LLC,B1-65551,44,18.48,813.12,2014-11-17 18:07:51
307599,"Kassulke, Ondricka and Metz",S2-10342,41,73.14,2998.74,2014-11-17 20:10:17
527099,Sanford and Sons,S1-65481,32,32.97,1055.04,2014-11-18 11:29:02
740150,Barton LLC,S1-93683,21,71.34,1498.14,2014-11-18 15:14:20
642753,Pollich LLC,S2-11481,13,82.43,1071.59,2014-11-18 22:21:39
688981,Keeling LLC,B1-33364,48,57.81,2774.88,2014-11-19 04:30:18
688981,Keeling LLC,S2-78676,41,88.08,3611.28,2014-11-19 19:47:01
424914,White-Trantow,S1-06532,33,68.74,2268.42,2014-11-19 23:45:09
307599,"Kassulke, Ondricka and Metz",B1-20000,2,94.32,188.64,2014-11-20 00:07:17
239344,Stokes LLC,S1-06532,39,26.94,1050.66,2014-11-20 01:37:26
307599,"Kassulke, Ondricka and Metz",S1-06532,20,45.26,905.2,2014-11-20 10:13:31
218895,Kulas Inc,B1-04202,4,38.16,152.64,2014-11-20 11:04:08
688981,Keeling LLC,B1-05914,9,78.22,703.98,2014-11-20 14:56:48
412290,Jerde-Hilpert,B1-50809,48,59.52,2856.96,2014-11-20 17:58:58
729833,Koepp Ltd,S2-23246,9,18.81,169.29,2014-11-20 23:59:24
642753,Pollich LLC,S2-10342,12,92.65,1111.8,2014-11-21 12:28:55
737550,"Fritsch, Russel and Anderson",S1-50961,25,91.05,2276.25,2014-11-21 13:22:58
672390,Kuhn-Gusikowski,S2-82423,15,25.45,381.75,2014-11-21 16:30:47
737550,"Fritsch, Russel and Anderson",B1-20000,40,18.64,745.6,2014-11-22 01:17:14
740150,Barton LLC,S2-77896,30,41.4,1242,2014-11-22 05:10:19
424914,White-Trantow,S2-34077,25,41.43,1035.75,2014-11-22 09:11:53
527099,Sanford and Sons,B1-50809,29,29.57,857.53,2014-11-22 18:03:09
737550,"Fritsch, Russel and Anderson",S2-77896,18,11.52,207.36,2014-11-22 18:16:41
740150,Barton LLC,B1-53102,6,33.5,201,2014-11-23 00:20:34
257198,"Cronin, Oberbrunner and Spencer",B1-04202,28,87.23,2442.44,2014-11-23 02:32:38
786968,"Frami, Hills and Schmidt",B1-50809,16,63.96,1023.36,2014-11-23 17:45:21
729833,Koepp Ltd,S2-82423,20,56.96,1139.2,2014-11-23 18:39:55
307599,"Kassulke, Ondricka and Metz",B1-53102,9,50.08,450.72,2014-11-24 02:23:18
146832,Kiehn-Spinka,S2-83881,10,79.34,793.4,2014-11-24 03:08:00
672390,Kuhn-Gusikowski,S1-30248,20,32.12,642.4,2014-11-24 15:38:53
672390,Kuhn-Gusikowski,S2-11481,11,24.69,271.59,2014-11-24 22:53:30
412290,Jerde-Hilpert,S2-10342,26,18.9,491.4,2014-11-25 03:29:42
218895,Kulas Inc,S1-30248,14,66.61,932.54,2014-11-25 17:33:13
729833,Koepp Ltd,B1-53102,27,17.92,483.84,2014-11-26 17:26:25
714466,Trantow-Barrows,S1-47412,26,99.65,2590.9,2014-11-26 18:35:12
714466,Trantow-Barrows,S1-50961,13,48.76,633.88,2014-11-26 22:36:11
239344,Stokes LLC,S2-78676,20,12.84,256.8,2014-11-27 00:56:46
257198,"Cronin, Oberbrunner and Spencer",S2-00301,35,32.1,1123.5,2014-11-27 02:30:19
642753,Pollich LLC,S2-34077,13,44.67,580.71,2014-11-27 09:21:23
218895,Kulas Inc,B1-50809,1,39.82,39.82,2014-11-27 19:19:25
307599,"Kassulke, Ondricka and Metz",B1-20000,22,32.11,706.42,2014-11-27 22:22:36
141962,Herman LLC,B1-53636,37,58.53,2165.61,2014-11-28 00:32:54
218895,Kulas Inc,S2-77896,4,20.79,83.16,2014-11-28 01:22:23
146832,Kiehn-Spinka,B1-53636,2,90.41,180.82,2014-11-28 12:39:26
527099,Sanford and Sons,B1-53636,33,89.77,2962.41,2014-11-28 12:48:31
642753,Pollich LLC,S2-23246,5,42.55,212.75,2014-11-28 19:53:25
424914,White-Trantow,B1-69924,37,42.77,1582.49,2014-11-29 14:29:02
383080,Will LLC,B1-69924,9,78.44,705.96,2014-11-29 15:08:43
737550,"Fritsch, Russel and Anderson",B1-38851,11,49.48,544.28,2014-11-29 23:13:53
688981,Keeling LLC,S2-10342,6,76.88,461.28,2014-11-30 05:35:26
737550,"Fritsch, Russel and Anderson",B1-69924,30,20.21,606.3,2014-11-30 16:52:06
786968,"Frami, Hills and Schmidt",B1-38851,33,47.73,1575.09,2014-11-30 20:07:54
688981,Keeling LLC,S2-82423,5,49.06,245.3,2014-11-30 22:43:40
688981,Keeling LLC,B1-69924,13,79.02,1027.26,2014-11-30 23:54:08
714466,Trantow-Barrows,S1-82801,3,77.97,233.91,2014-12-01 20:15:34
146832,Kiehn-Spinka,S2-23246,37,57.81,2138.97,2014-12-02 20:00:04
218895,Kulas Inc,S2-77896,30,77.44,2323.2,2014-12-03 04:43:53
141962,Herman LLC,B1-53102,20,26.12,522.4,2014-12-03 06:05:43
642753,Pollich LLC,B1-53636,19,71.21,1352.99,2014-12-03 14:17:34
729833,Koepp Ltd,B1-33087,49,96.09,4708.41,2014-12-03 15:38:11
642753,Pollich LLC,B1-53636,28,84.94,2378.32,2014-12-03 18:55:57
146832,Kiehn-Spinka,S2-00301,-1,54.02,-54.02,2014-12-04 06:42:49
257198,"Cronin, Oberbrunner and Spencer",S2-77896,40,57.97,2318.8,2014-12-04 10:10:20
257198,"Cronin, Oberbrunner and Spencer",S2-78676,31,55.18,1710.58,2014-12-04 14:31:27
642753,Pollich LLC,B1-05914,13,42.9,557.7,2014-12-04 16:02:04
729833,Koepp Ltd,B1-20000,6,54.26,325.56,2014-12-05 05:06:28
642753,Pollich LLC,B1-69924,33,86.31,2848.23,2014-12-05 18:46:59
737550,"Fritsch, Russel and Anderson",B1-69924,29,58.03,1682.87,2014-12-05 20:26:10
307599,"Kassulke, Ondricka and Metz",B1-65551,26,63.17,1642.42,2014-12-06 02:59:53
146832,Kiehn-Spinka,S1-06532,36,53.04,1909.44,2014-12-06 07:08:01
688981,Keeling LLC,S1-93683,45,70.06,3152.7,2014-12-06 13:15:59
642753,Pollich LLC,S1-50961,23,80.91,1860.93,2014-12-06 17:16:08
383080,Will LLC,B1-33364,46,93.5,4301,2014-12-06 18:27:57
672390,Kuhn-Gusikowski,S1-50961,8,92.19,737.52,2014-12-07 06:03:48
786968,"Frami, Hills and Schmidt",S1-65481,49,30.33,1486.17,2014-12-07 11:34:55
424914,White-Trantow,S1-47412,16,65.58,1049.28,2014-12-07 15:15:41
141962,Herman LLC,B1-33087,28,38.28,1071.84,2014-12-07 22:55:13
218895,Kulas Inc,S2-77896,12,56.57,678.84,2014-12-07 23:42:21
688981,Keeling LLC,B1-69924,23,91.84,2112.32,2014-12-08 11:53:29
714466,Trantow-Barrows,S1-30248,34,26.96,916.64,2014-12-08 16:23:06
604255,"Halvorson, Crona and Champlin",S1-93683,13,61.88,804.44,2014-12-08 19:57:17
786968,"Frami, Hills and Schmidt",S2-00301,46,93.77,4313.42,2014-12-08 22:55:07
412290,Jerde-Hilpert,B1-04202,22,34.65,762.3,2014-12-09 03:04:48
737550,"Fritsch, Russel and Anderson",B1-65551,9,84.64,761.76,2014-12-09 05:43:10
714466,Trantow-Barrows,B1-69924,10,99.61,996.1,2014-12-09 12:13:21
424914,White-Trantow,B1-86481,46,28.89,1328.94,2014-12-09 13:03:54
714466,Trantow-Barrows,S1-47412,49,60.05,2942.45,2014-12-09 21:18:59
740150,Barton LLC,S2-10342,28,77.48,2169.44,2014-12-09 22:48:58
146832,Kiehn-Spinka,S2-83881,3,93.96,281.88,2014-12-10 07:57:55
383080,Will LLC,S2-11481,31,46.44,1439.64,2014-12-10 21:19:58
786968,"Frami, Hills and Schmidt",S2-78676,5,44.85,224.25,2014-12-10 22:21:08
604255,"Halvorson, Crona and Champlin",S2-11481,20,42.09,841.8,2014-12-11 02:39:53
786968,"Frami, Hills and Schmidt",S1-06532,46,46.31,2130.26,2014-12-11 06:26:23
239344,Stokes LLC,B1-05914,37,16.5,610.5,2014-12-11 18:34:44
307599,"Kassulke, Ondricka and Metz",S2-11481,8,11.01,88.08,2014-12-12 00:29:46
740150,Barton LLC,S2-16558,25,17.65,441.25,2014-12-12 01:41:48
424914,White-Trantow,S1-82801,21,95.75,2010.75,2014-12-12 03:31:36
412290,Jerde-Hilpert,S2-10342,35,65.68,2298.8,2014-12-12 04:28:10
672390,Kuhn-Gusikowski,B1-38851,35,86.12,3014.2,2014-12-12 07:02:06
729833,Koepp Ltd,S2-78676,12,40.66,487.92,2014-12-12 10:38:07
383080,Will LLC,B1-33364,27,54.35,1467.45,2014-12-12 13:44:05
412290,Jerde-Hilpert,B1-53636,27,29.75,803.25,2014-12-12 16:30:07
383080,Will LLC,B1-65551,17,35,595,2014-12-12 16:50:59
786968,"Frami, Hills and Schmidt",S2-00301,17,83.59,1421.03,2014-12-12 18:31:05
642753,Pollich LLC,S1-47412,34,78.97,2684.98,2014-12-13 02:13:38
737550,"Fritsch, Russel and Anderson",S2-23246,45,87.63,3943.35,2014-12-13 07:09:17
714466,Trantow-Barrows,S2-83881,8,26.5,212,2014-12-13 14:40:23
218895,Kulas Inc,B1-20000,12,44.9,538.8,2014-12-13 16:18:23
141962,Herman LLC,S2-10342,30,39.04,1171.2,2014-12-13 23:36:41
737550,"Fritsch, Russel and Anderson",B1-33364,38,85.07,3232.66,2014-12-14 01:08:51
688981,Keeling LLC,S1-30248,30,31.79,953.7,2014-12-14 04:51:19
163416,Purdy-Kunde,B1-33087,49,40.91,2004.59,2014-12-14 16:58:17
672390,Kuhn-Gusikowski,S1-65481,9,72.82,655.38,2014-12-15 18:35:37
146832,Kiehn-Spinka,S1-93683,13,71.48,929.24,2014-12-15 22:24:20
604255,"Halvorson, Crona and Champlin",S1-82801,3,30.9,92.7,2014-12-16 05:36:20
714466,Trantow-Barrows,B1-69924,39,95.19,3712.41,2014-12-16 12:20:02
141962,Herman LLC,S2-16558,10,82.95,829.5,2014-12-16 12:40:01
412290,Jerde-Hilpert,S1-27722,12,29.21,350.52,2014-12-16 18:50:00
218895,Kulas Inc,B1-33087,46,22,1012,2014-12-16 21:13:13
737550,"Fritsch, Russel and Anderson",S1-93683,18,67.54,1215.72,2014-12-16 23:12:42
527099,Sanford and Sons,S1-27722,27,41.9,1131.3,2014-12-17 20:59:33
146832,Kiehn-Spinka,B1-53102,4,49.38,197.52,2014-12-18 00:03:00
424914,White-Trantow,S2-83881,5,88.19,440.95,2014-12-18 00:46:26
307599,"Kassulke, Ondricka and Metz",S1-82801,30,54.3,1629,2014-12-18 08:17:16
146832,Kiehn-Spinka,S2-34077,43,81.18,3490.74,2014-12-18 08:52:53
737550,"Fritsch, Russel and Anderson",S2-77896,5,97.4,487,2014-12-18 12:32:19
688981,Keeling LLC,S1-27722,24,67.61,1622.64,2014-12-18 20:38:48
383080,Will LLC,S2-10342,45,66.52,2993.4,2014-12-19 01:41:50
239344,Stokes LLC,S2-16558,9,26.72,240.48,2014-12-19 13:54:18
688981,Keeling LLC,B1-05914,44,85.84,3776.96,2014-12-19 17:45:45
307599,"Kassulke, Ondricka and Metz",S1-27722,2,98.43,196.86,2014-12-19 20:55:43
604255,"Halvorson, Crona and Champlin",B1-50809,19,12.23,232.37,2014-12-20 00:31:53
141962,Herman LLC,S1-65481,20,42.28,845.6,2014-12-20 09:11:51
527099,Sanford and Sons,S1-50961,42,24.29,1020.18,2014-12-20 16:49:35
688981,Keeling LLC,S2-34077,17,45.88,779.96,2014-12-21 07:54:47
412290,Jerde-Hilpert,B1-33087,33,82.64,2727.12,2014-12-21 08:48:11
146832,Kiehn-Spinka,S2-34077,41,90.07,3692.87,2014-12-22 02:20:14
257198,"Cronin, Oberbrunner and Spencer",S2-34077,33,71.59,2362.47,2014-12-22 02:46:24
642753,Pollich LLC,S1-93683,10,47.67,476.7,2014-12-22 10:18:31
218895,Kulas Inc,S1-50961,35,35.69,1249.15,2014-12-22 14:58:47
786968,"Frami, Hills and Schmidt",B1-33087,44,46.49,2045.56,2014-12-22 17:18:05
729833,Koepp Ltd,B1-65551,40,53.9,2156,2014-12-22 23:25:18
257198,"Cronin, Oberbrunner and Spencer",B1-50809,6,28.73,172.38,2014-12-23 07:53:54
218895,Kulas Inc,S2-00301,-1,63.08,-63.08,2014-12-23 08:29:30
218895,Kulas Inc,S2-00301,9,40.83,367.47,2014-12-23 08:44:32
786968,"Frami, Hills and Schmidt",S1-30248,48,33.79,1621.92,2014-12-24 07:10:32
740150,Barton LLC,B1-53102,3,54.07,162.21,2014-12-24 07:16:26
729833,Koepp Ltd,B1-86481,43,26.47,1138.21,2014-12-24 09:50:26
239344,Stokes LLC,B1-05914,46,82.07,3775.22,2014-12-24 18:04:20
729833,Koepp Ltd,S1-50961,24,13,312,2014-12-24 19:33:58
141962,Herman LLC,B1-05914,7,32,224,2014-12-24 22:54:28
307599,"Kassulke, Ondricka and Metz",S1-50961,9,96.54,868.86,2014-12-25 00:04:04
163416,Purdy-Kunde,S1-30248,42,43.69,1834.98,2014-12-25 01:22:00
146832,Kiehn-Spinka,S1-82801,26,85.59,2225.34,2014-12-25 03:48:04
163416,Purdy-Kunde,S2-77896,9,23.58,212.22,2014-12-25 06:14:53
672390,Kuhn-Gusikowski,S2-83881,11,50.25,552.75,2014-12-26 06:53:40
729833,Koepp Ltd,S1-47412,31,85.9,2662.9,2014-12-26 08:30:34
688981,Keeling LLC,S2-82423,15,56.64,849.6,2014-12-26 13:18:51
737550,"Fritsch, Russel and Anderson",B1-04202,6,58.78,352.68,2014-12-26 18:31:15
424914,White-Trantow,S2-00301,-1,22.99,-22.99,2014-12-27 07:14:09
257198,"Cronin, Oberbrunner and Spencer",S1-50961,5,89.19,445.95,2014-12-28 09:19:21
786968,"Frami, Hills and Schmidt",S1-47412,39,49.46,1928.94,2014-12-28 10:11:13
239344,Stokes LLC,S1-93683,47,25.48,1197.56,2014-12-28 13:21:03
604255,"Halvorson, Crona and Champlin",B1-86481,40,23.23,929.2,2014-12-29 13:32:18
257198,"Cronin, Oberbrunner and Spencer",S2-77896,19,33.18,630.42,2014-12-29 14:23:37
714466,Trantow-Barrows,B1-53102,32,34.71,1110.72,2014-12-29 17:43:04
146832,Kiehn-Spinka,S1-50961,27,95.9,2589.3,2014-12-30 02:25:21
786968,"Frami, Hills and Schmidt",B1-86481,8,74.01,592.08,2014-12-30 12:38:25
737550,"Fritsch, Russel and Anderson",S1-06532,12,55.8,669.6,2014-12-30 13:38:13
786968,"Frami, Hills and Schmidt",S1-06532,37,13.14,486.18,2014-12-30 21:42:17
239344,Stokes LLC,S2-10342,14,38.75,542.5,2014-12-30 22:45:19
642753,Pollich LLC,S2-82423,3,65.97,197.91,2014-12-31 10:36:24
383080,Will LLC,S2-00301,38,46.44,1764.72,2014-12-31 12:48:35
